"am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","objectid","spatial_source","category_score","trend_score"
NA,"Chaetodon atromaculatus",NA,155268,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon aureus",NA,165887,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon aureus",NA,165693,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon auriga setifier",NA,165631,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon auromarginatus",NA,165671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon aurora",NA,165665,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon aya",NA,165621,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon barronessa",NA,165692,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon bellamaris",NA,165685,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon bellulus",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon bellus",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon bicolor",NA,165902,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon bifascialis",NA,165712,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Chaetodon bifasciatus",NA,170239,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon bifasciatus",NA,165626,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon bimaculatus",NA,165611,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon blackburni",NA,165709,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon blockburnii",NA,165709,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon bricei",NA,165695,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon burgessi",NA,165620,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon carens",NA,165636,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon chirurgus",NA,177982,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon chrysozonus",NA,165702,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon chrysurus",NA,165642,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon chrysurus madagaskariensis",NA,165642,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon chrysurus paucifasciatus",NA,165625,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon ciliaris",NA,165883,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon cingulatus",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon citrinellus semipunctatus",NA,165668,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon collare duplicicollis",NA,165723,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon collare knerii",NA,165685,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon collaris",NA,165723,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon consuelae",NA,165637,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon corallicola",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon cordiformis",NA,165657,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon couaga",NA,177965,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon daedalma",NA,165699,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon dahli",NA,165680,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon dayi",NA,165671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon decipiens",NA,165636,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon declivis",NA,165708,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon decoratus",NA,165725,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon desmotes",NA,165677,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon diacanthus",NA,165885,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon dialeucos",NA,165726,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon dichrous",NA,165690,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon dixoni",NA,165615,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon dizoster",NA,165607,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon dorsalis",NA,165689,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon dorsiocellatus",NA,165688,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon dorsiocellatus",NA,165693,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon enceladus",NA,165659,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon eques",NA,165621,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon excelsa",NA,165639,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon falcifer",NA,165701,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon fallax",NA,165693,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon flavescens",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon flavocoronatus",NA,4360,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon flavus",NA,165705,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon fowleri",NA,165723,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon frenatus",NA,165685,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon gardneri",NA,165649,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon garnoti",NA,165681,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon germanus",NA,165653,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon goniodes",NA,165646,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon gracilis",NA,155220,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon güntheri",NA,165718,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon guttatus",NA,165702,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon guyanensis",NA,165646,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon hadjan",NA,165618,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon hemichrysus",NA,165675,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon howensis",NA,165682,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon imperator",NA,165862,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon jayakari",NA,165614,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon karraf",NA,165609,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon kleini",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon klunzingeri",NA,165634,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon labiatus",NA,165702,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon layardi",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon leachii",NA,165712,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Chaetodon leucopygus",NA,165610,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon lieneolatus",NA,165669,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon lineatus",NA,177993,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon littoricola",NA,165887,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon litus",NA,4361,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon longirostris",NA,165667,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon luciae",NA,4364,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon lunaris",NA,165631,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon lunatus",NA,165669,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon lutescens",NA,165887,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon lydiae",NA,165641,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon macrolepidotus",NA,165626,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon maculosus",NA,165833,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon madagascariensis",NA,165642,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon maecellae",NA,165674,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon mantelliger",NA,165721,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon marcellae",NA,165674,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon marginatus",NA,165689,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon mata",NA,177967,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon melammystax",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon melanopoma",NA,165670,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon melanopterus",NA,165724,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon melanopus",NA,155193,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon melanotus",NA,165689,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon melapterus",NA,165724,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon melastomus",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon mendoncae",NA,165654,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon mertensi",NA,165615,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon mesoleucor",NA,165618,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon mesoleucus",NA,165884,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon mesoleucus",NA,165618,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon meta",NA,177967,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon mulsanti",NA,165681,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon mycteryzans",NA,165626,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon nicobariensis",NA,165862,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon nigricans",NA,177969,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon nigripes",NA,165668,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon nigripinnatus",NA,165671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon nigripinnis",NA,165671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon nigrofuscus",NA,178019,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon nigrofuscus subspecies gahhm",NA,154818,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon nippon",NA,165636,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon notophthalmus",NA,4362,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon obscurus",NA,165696,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon ocellifer",NA,165694,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon octolineatus",NA,165623,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon oligacanthus",NA,165661,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon ornatissimus kaupi",NA,165641,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon ornatus",NA,165641,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon ovalis",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon pairatalis",NA,155268,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon parallelus",NA,165723,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon parrae",NA,165883,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon paru",NA,165898,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon pelewensis germanus",NA,165653,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon pepek",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon pictus",NA,165647,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,NA
NA,"Chaetodon plebelus",NA,165657,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon polylepis",NA,165672,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon praetextatus",NA,165723,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon princeps",NA,165680,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon principalis",NA,165681,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon punctatolineatus",NA,165632,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon punctofasciatus",NA,165632,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon punctulatus",NA,165718,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon quadromaculatus",NA,165678,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon rafflesi",NA,165680,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon reinwardti",NA,165689,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon rostratus",NA,165659,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon sanctaehelenae",NA,165715,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon sanctaehelena uniformis",NA,165715,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon satifer",NA,165631,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon sebae",NA,165680,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon sebanus",NA,165631,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon setifer",NA,165631,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Chaetodon smithi",NA,165675,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon sohal",NA,177987,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon sohar",NA,177987,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon sphenospilus",NA,165714,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon spilopleura",NA,165694,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon squamulosus",NA,165883,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon striangulus",NA,165712,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Chaetodon striatus albipinnis",NA,165637,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon striatus dorsimacula",NA,165637,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon strigangulus",NA,165712,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Chaetodon tallii",NA,165669,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon taunigrum",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon tearlachi",NA,165712,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Chaetodon teatae",NA,165640,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon tinkeri",NA,165698,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodontoplus chrysocephalus",NA,165826,"LC","Unknown",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,NA
NA,"Chaetodontoplus conspicillatus",NA,165870,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
NA,"Chaetodontoplus dimidiatus",NA,165863,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
NA,"Chaetodontoplus mesoleucos",NA,165884,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodontoplus niger",NA,165892,"LC","Unknown",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,NA
NA,"Chaetodontoplus poliourus",NA,168374,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,NA,"iucn",0,0
NA,"Chaetodontoplus vanderloosi",NA,169676,"EN","Decreasing",NA,NA,"EN","iucn","ANGELFISH",NA,NA,"iucn",0.6,-0.5
NA,"Chaetodon townleyi",NA,165661,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon triangularis",NA,165712,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Chaetodon trichrous",NA,165679,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,NA,"iucn",0,0
NA,"Chaetodon tricolor",NA,165879,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon trifasciatus arabica",NA,165724,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon trifasciatus austriacus",NA,165634,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon trifasciatus caudifasciatus",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon trifasciatus klunzingeri",NA,165634,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon trifasciatus trifasciatus",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon triostegus",NA,177965,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon truncatus",NA,165720,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon ulientensis",NA,165665,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon ulietensis confluens",NA,165665,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon unicolor",NA,165627,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon unicornis",NA,177970,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon unimaculatus interruptus",NA,165684,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon vagabundus jordani",NA,165648,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon virescens",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon viridis",NA,165723,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon vittatus",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon weibeli",NA,165685,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon xanthoicephalus",NA,165671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chaetodon zanzibariensis",NA,165612,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chaetodon zoster",NA,165719,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chalaroderma capito",NA,48342244,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342244,NA,"iucn",0,0
NA,"Chalaroderma ocellata",NA,48342193,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342193,NA,"iucn",0,0
NA,"Chalcites basalis",NA,22683982,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chalcites basalis basalis",NA,22683982,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Chalinura occidentalis",NA,155265,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chalinura profundicola",NA,18125838,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chalixodytes chamaleontoculus",NA,155001,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chanda commersonii",NA,166881,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chanda gymnochephalus",NA,172321,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chanda nalua",NA,172359,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Chanda thomassi",NA,172470,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Charadrius alexandrinus",NA,22727487,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Charadrius aquilonius",NA,62291168,"NT","Increasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,0.5
NA,"Charadrius asiaticus",NA,22693868,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Charadrius bicinctus",NA,22693845,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Charadrius bifrontatus",NA,22727481,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Charadrius collaris",NA,22693842,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Charadrius dubius",NA,22693770,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Charadrius falklandicus",NA,22693852,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Charadrius hiaticula",NA,22693759,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Charadrius javanicus",NA,22693839,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Charadrius leschenaultii",NA,22693862,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Charadrius marginatus",NA,22693828,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
